duration,protocol_type,service,flag,src_bytes,dst_bytes,label,anomaly_flag,anomaly_score,malware_family_cluster,phishing_score,phishing_flag,zero_day_threat_score,zero_day_flag
2,icmp,http,S0,123,478,Probe,1,-0.1452,-99,1.0,1,0.8,1
0,tcp,ecr_i,REJ,69,0,DoS,1,-0.0756,-99,1.0,1,0.8,1
1,icmp,ecr_i,REJ,11,0,DoS,1,-0.0912,-99,1.0,1,0.8,1
1,tcp,private,S0,40,0,DoS,1,-0.0601,-99,1.0,1,0.8,1
1,icmp,http,SF,70,52,Probe,1,-0.1498,-99,1.0,1,0.8,1
2,udp,smtp,SF,48,457,Probe,1,-0.1602,-99,1.0,1,0.8,1
0,icmp,ecr_i,S0,35,0,DoS,1,-0.0853,-99,1.0,1,0.8,1
1,tcp,http,REJ,59,0,DoS,1,-0.0803,-99,1.0,1,0.8,1
0,udp,ftp,S0,405,400,Probe,1,-0.1458,-99,1.0,1,0.8,1
50,tcp,ftp,SF,5502,3731,U2R,1,-0.134,-99,1.0,1,0.8,1
2,udp,http,S0,59,385,Probe,1,-0.127,-99,1.0,1,0.8,1
3,udp,private,S0,361,132,Probe,1,-0.1178,-99,1.0,1,0.8,1
4,udp,private,S0,466,99,Probe,1,-0.1248,-99,1.0,1,0.8,1
0,icmp,http,S0,28,0,DoS,1,-0.0769,-99,1.0,1,0.8,1
0,icmp,ecr_i,S0,84,0,DoS,1,-0.0724,-99,1.0,1,0.8,1
1,icmp,private,S0,17,0,DoS,1,-0.0809,-99,1.0,1,0.8,1
0,icmp,http,S0,52,0,DoS,1,-0.0767,-99,1.0,1,0.8,1
0,tcp,private,S0,74,0,DoS,1,-0.0934,-99,1.0,1,0.8,1
57,tcp,smtp,SF,20204,1142,R2L,1,-0.0985,-99,1.0,1,0.8,1
4,icmp,smtp,REJ,391,481,Probe,1,-0.1351,-99,1.0,1,0.8,1
40,tcp,telnet,SF,582,1320,U2R,1,-0.0976,-99,1.0,1,0.8,1
274,tcp,smtp,SF,35989,2357,R2L,1,-0.1006,-99,1.0,1,0.8,1
299,tcp,ftp,RSTO,38602,4189,R2L,1,-0.0776,-99,1.0,1,0.8,1
1,icmp,private,S0,93,0,DoS,1,-0.0942,-99,1.0,1,0.8,1
1,icmp,http,REJ,496,231,Probe,1,-0.154,-99,1.0,1,0.8,1
0,icmp,private,S0,92,0,DoS,1,-0.0827,-99,1.0,1,0.8,1
87,tcp,ftp,SF,8798,1516,U2R,1,-0.1076,-99,1.0,1,0.8,1
15,tcp,ssh,SF,4481,2070,U2R,1,-0.1139,-99,1.0,1,0.8,1
0,tcp,http,S0,435,41,Probe,1,-0.1214,-99,1.0,1,0.8,1
0,tcp,private,S0,280,397,Probe,1,-0.1395,-99,1.0,1,0.8,1
1,tcp,http,S0,35,0,DoS,1,-0.0792,-99,1.0,1,0.8,1
2,icmp,smtp,REJ,61,4,Probe,1,-0.1253,-99,1.0,1,0.8,1
1,icmp,http,REJ,23,0,DoS,1,-0.093,-99,1.0,1,0.8,1
1,tcp,private,REJ,81,0,DoS,1,-0.0838,-99,1.0,1,0.8,1
39,tcp,smtp,SF,8525,3301,R2L,1,-0.0632,-99,1.0,1,0.8,1
1,icmp,private,S0,54,0,DoS,1,-0.0857,-99,1.0,1,0.8,1
2,tcp,smtp,S0,386,302,Probe,1,-0.1241,-99,1.0,1,0.8,1
0,tcp,http,S0,33,0,DoS,1,-0.0671,-99,1.0,1,0.8,1
1,icmp,private,S0,38,0,DoS,1,-0.0876,-99,1.0,1,0.8,1
181,tcp,ftp,SF,14672,4865,R2L,1,-0.0632,-99,1.0,1,0.8,1
1,icmp,private,S0,260,403,Probe,1,-0.1449,-99,1.0,1,0.8,1
184,tcp,telnet,SF,3620,3027,R2L,1,-0.1102,-99,1.0,1,0.8,1
69,tcp,telnet,SF,2036,3625,U2R,1,-0.1488,-99,1.0,1,0.8,1
0,icmp,http,S0,87,0,DoS,1,-0.0957,-99,1.0,1,0.8,1
3,icmp,ftp,REJ,224,279,Probe,1,-0.1522,-99,1.0,1,0.8,1
1,icmp,http,SF,73,159,Probe,1,-0.1401,-99,1.0,1,0.8,1
1,tcp,private,REJ,7,0,DoS,1,-0.0887,-99,1.0,1,0.8,1
1,tcp,http,S0,18,0,DoS,1,-0.0764,-99,1.0,1,0.8,1
1,icmp,smtp,REJ,71,465,Probe,1,-0.1601,-99,1.0,1,0.8,1
78,tcp,ssh,SF,9724,2576,U2R,1,-0.1079,-99,1.0,1,0.8,1
5,tcp,telnet,SF,1894,700,U2R,1,-0.0706,-99,1.0,1,0.8,1
2,udp,ftp,S0,195,268,Probe,1,-0.1593,-99,1.0,1,0.8,1
49,tcp,ssh,SF,4919,2471,R2L,1,-0.07,-99,1.0,1,0.8,1
0,tcp,private,S0,402,9,Probe,1,-0.1102,-99,1.0,1,0.8,1
0,tcp,http,REJ,5,0,DoS,1,-0.0748,-99,1.0,1,0.8,1
0,icmp,private,S0,82,0,DoS,1,-0.1018,-99,1.0,1,0.8,1
1,icmp,http,S0,58,0,DoS,1,-0.086,-99,1.0,1,0.8,1
2,udp,smtp,SF,101,337,Probe,1,-0.1444,-99,1.0,1,0.8,1
0,icmp,ftp,REJ,232,304,Probe,1,-0.1266,-99,1.0,1,0.8,1
1,tcp,http,REJ,79,0,DoS,1,-0.0806,-99,1.0,1,0.8,1
2,icmp,private,S0,8,298,Probe,1,-0.1696,-99,1.0,1,0.8,1
1,tcp,private,REJ,95,0,DoS,1,-0.0877,-99,1.0,1,0.8,1
162,tcp,ftp,SF,36439,2999,R2L,1,-0.0272,-99,1.0,1,0.8,1
4,icmp,ftp,REJ,98,276,Probe,1,-0.1398,-99,1.0,1,0.8,1
1,icmp,ecr_i,REJ,32,0,DoS,1,-0.0815,-99,1.0,1,0.8,1
1,icmp,ecr_i,S0,26,0,DoS,1,-0.082,-99,1.0,1,0.8,1
0,tcp,http,REJ,94,0,DoS,1,-0.0809,-99,1.0,1,0.8,1
0,tcp,private,REJ,17,0,DoS,1,-0.0892,-99,1.0,1,0.8,1
2,icmp,ftp,REJ,201,40,Probe,1,-0.128,-99,1.0,1,0.8,1
215,tcp,telnet,SF,1641,2133,R2L,1,-0.1007,-99,1.0,1,0.8,1
0,tcp,http,S0,1,0,DoS,1,-0.085,-99,1.0,1,0.8,1
2,icmp,private,SF,12,127,Probe,1,-0.1407,-99,1.0,1,0.8,1
63,tcp,telnet,SF,3774,3462,U2R,1,-0.0994,-99,1.0,1,0.8,1
4,tcp,smtp,REJ,43,208,Probe,1,-0.142,-99,1.0,1,0.8,1
0,icmp,ecr_i,S0,79,0,DoS,1,-0.0776,-99,1.0,1,0.8,1
240,tcp,ftp,SF,23748,545,R2L,1,-0.106,-99,1.0,1,0.8,1
108,tcp,smtp,SF,11797,1676,R2L,1,-0.0679,-99,1.0,1,0.8,1
0,tcp,http,REJ,9,0,DoS,1,-0.0783,-99,1.0,1,0.8,1
0,tcp,private,S0,99,0,DoS,1,-0.083,-99,1.0,1,0.8,1
38,tcp,ssh,RSTO,33942,4353,R2L,1,-0.0962,-99,1.0,1,0.8,1
3,tcp,private,REJ,113,21,Probe,1,-0.138,-99,1.0,1,0.8,1
1,tcp,ecr_i,REJ,81,0,DoS,1,-0.0958,-99,1.0,1,0.8,1
1,icmp,private,S0,70,0,DoS,1,-0.0612,-99,1.0,1,0.8,1
2,tcp,private,SF,119,143,Probe,1,-0.1328,-99,1.0,1,0.8,1
1,tcp,private,S0,75,0,DoS,1,-0.0799,-99,1.0,1,0.8,1
2,tcp,ftp,REJ,200,410,Probe,1,-0.1403,-99,1.0,1,0.8,1
0,tcp,ecr_i,S0,0,0,DoS,1,-0.0852,-99,1.0,1,0.8,1
172,tcp,ftp,SF,27671,1024,R2L,1,-0.0686,-99,1.0,1,0.8,1
2,tcp,smtp,SF,107,487,Probe,1,-0.1148,-99,1.0,1,0.8,1
111,tcp,ftp,RSTO,18602,4215,R2L,1,-0.106,-99,1.0,1,0.8,1
1,udp,ftp,SF,233,197,Probe,1,-0.1267,-99,1.0,1,0.8,1
0,tcp,http,S0,395,344,Probe,1,-0.1536,-99,1.0,1,0.8,1
0,icmp,private,S0,332,228,Probe,1,-0.1539,-99,1.0,1,0.8,1
3,tcp,private,REJ,241,140,Probe,1,-0.1204,-99,1.0,1,0.8,1
0,tcp,ecr_i,S0,91,0,DoS,1,-0.0781,-99,1.0,1,0.8,1
0,tcp,private,REJ,64,0,DoS,1,-0.079,-99,1.0,1,0.8,1
1,icmp,private,S0,95,0,DoS,1,-0.0718,-99,1.0,1,0.8,1
0,udp,smtp,S0,58,212,Probe,1,-0.1547,-99,1.0,1,0.8,1
0,tcp,ecr_i,REJ,37,0,DoS,1,-0.0867,-99,1.0,1,0.8,1
4,udp,private,S0,497,478,Probe,1,-0.1565,-99,1.0,1,0.8,1
0,tcp,http,S0,15,0,DoS,1,-0.0834,-99,1.0,1,0.8,1
1,tcp,private,REJ,259,447,Probe,1,-0.0967,-99,1.0,1,0.8,1
12,tcp,ftp,SF,32245,3595,R2L,1,-0.0783,-99,1.0,1,0.8,1
2,icmp,smtp,S0,287,365,Probe,1,-0.1568,-99,1.0,1,0.8,1
55,tcp,telnet,SF,6991,2870,U2R,1,-0.1093,-99,1.0,1,0.8,1
0,icmp,http,S0,47,0,DoS,1,-0.0803,-99,1.0,1,0.8,1
0,tcp,ecr_i,S0,5,0,DoS,1,-0.0954,-99,1.0,1,0.8,1
1,tcp,private,S0,20,0,DoS,1,-0.1014,-99,1.0,1,0.8,1
1,tcp,http,S0,61,0,DoS,1,-0.0974,-99,1.0,1,0.8,1
71,tcp,telnet,SF,4498,451,U2R,1,-0.0983,-99,1.0,1,0.8,1
1,tcp,ecr_i,REJ,71,0,DoS,1,-0.068,-99,1.0,1,0.8,1
0,icmp,http,S0,23,0,DoS,1,-0.0994,-99,1.0,1,0.8,1
1,udp,http,REJ,11,114,Probe,1,-0.1144,-99,1.0,1,0.8,1
0,icmp,ftp,S0,3,362,Probe,1,-0.1602,-99,1.0,1,0.8,1
1,tcp,http,S0,0,0,DoS,1,-0.0953,-99,1.0,1,0.8,1
4,tcp,smtp,REJ,202,110,Probe,1,-0.1066,-99,1.0,1,0.8,1
17,tcp,ssh,SF,8086,2358,U2R,1,-0.1338,-99,1.0,1,0.8,1
200,tcp,telnet,RSTO,13164,2863,R2L,1,-0.0573,-99,1.0,1,0.8,1
168,tcp,telnet,SF,21389,4687,R2L,1,-0.1024,-99,1.0,1,0.8,1
4,udp,http,SF,8,165,Probe,1,-0.1249,-99,1.0,1,0.8,1
0,icmp,http,S0,28,0,DoS,1,-0.0894,-99,1.0,1,0.8,1
0,tcp,http,S0,14,0,DoS,1,-0.0841,-99,1.0,1,0.8,1
142,tcp,smtp,SF,23345,4659,R2L,1,-0.041,-99,1.0,1,0.8,1
0,udp,http,REJ,271,66,Probe,1,-0.1364,-99,1.0,1,0.8,1
1,tcp,http,REJ,54,0,DoS,1,-0.0778,-99,1.0,1,0.8,1
0,tcp,ecr_i,S0,14,0,DoS,1,-0.0636,-99,1.0,1,0.8,1
91,tcp,telnet,SF,9148,2006,U2R,1,-0.1132,-99,1.0,1,0.8,1
2,icmp,ftp,REJ,318,151,Probe,1,-0.1503,-99,1.0,1,0.8,1
0,tcp,ecr_i,S0,88,0,DoS,1,-0.0542,-99,1.0,1,0.8,1
1,tcp,private,S0,30,0,DoS,1,-0.0798,-99,1.0,1,0.8,1
0,tcp,private,S0,480,72,Probe,1,-0.1236,-99,1.0,1,0.8,1
63,tcp,ftp,SF,12830,2011,R2L,1,-0.0342,-99,1.0,1,0.8,1
1,tcp,ftp,SF,209,351,Probe,1,-0.1308,-99,1.0,1,0.8,1
1,tcp,http,S0,35,0,DoS,1,-0.0848,-99,1.0,1,0.8,1
1,tcp,ecr_i,REJ,71,0,DoS,1,-0.073,-99,1.0,1,0.8,1
1,icmp,ecr_i,S0,71,0,DoS,1,-0.0935,-99,1.0,1,0.8,1
0,tcp,private,S0,45,0,DoS,1,-0.0898,-99,1.0,1,0.8,1
117,tcp,ftp,SF,1954,4937,R2L,1,-0.1177,-99,1.0,1,0.8,1
0,tcp,http,S0,14,0,DoS,1,-0.0779,-99,1.0,1,0.8,1
0,tcp,http,REJ,52,0,DoS,1,-0.07,-99,1.0,1,0.8,1
0,tcp,ecr_i,S0,40,0,DoS,1,-0.0772,-99,1.0,1,0.8,1
213,tcp,smtp,SF,13081,349,R2L,1,-0.0699,-99,1.0,1,0.8,1
43,tcp,smtp,SF,27932,4645,R2L,1,-0.1148,-99,1.0,1,0.8,1
0,icmp,ecr_i,S0,21,0,DoS,1,-0.0933,-99,1.0,1,0.8,1
3,icmp,private,S0,321,338,Probe,1,-0.1112,-99,1.0,1,0.8,1
1,icmp,ftp,S0,480,184,Probe,1,-0.1264,-99,1.0,1,0.8,1
1,icmp,ecr_i,S0,73,0,DoS,1,-0.1104,-99,1.0,1,0.8,1
0,tcp,ecr_i,S0,69,0,DoS,1,-0.0806,-99,1.0,1,0.8,1
1,udp,private,REJ,263,447,Probe,1,-0.1537,-99,1.0,1,0.8,1
1,icmp,ecr_i,S0,32,0,DoS,1,-0.0782,-99,1.0,1,0.8,1
2,tcp,http,REJ,126,193,Probe,1,-0.122,-99,1.0,1,0.8,1
1,icmp,private,S0,77,0,DoS,1,-0.0896,-99,1.0,1,0.8,1
0,tcp,private,S0,59,0,DoS,1,-0.0921,-99,1.0,1,0.8,1
1,tcp,private,S0,55,0,DoS,1,-0.0771,-99,1.0,1,0.8,1
0,icmp,private,S0,0,0,DoS,1,-0.0883,-99,1.0,1,0.8,1
19,tcp,ftp,SF,4184,1732,U2R,1,-0.1067,-99,1.0,1,0.8,1
0,icmp,private,S0,65,0,DoS,1,-0.074,-99,1.0,1,0.8,1
1,icmp,ecr_i,S0,75,0,DoS,1,-0.0911,-99,1.0,1,0.8,1
1,icmp,ecr_i,S0,57,0,DoS,1,-0.0839,-99,1.0,1,0.8,1
1,tcp,ftp,REJ,112,58,Probe,1,-0.1269,-99,1.0,1,0.8,1
2,tcp,ftp,REJ,73,349,Probe,1,-0.1018,-99,1.0,1,0.8,1
0,udp,smtp,S0,172,213,Probe,1,-0.1544,-99,1.0,1,0.8,1
1,icmp,http,REJ,55,0,DoS,1,-0.0773,-99,1.0,1,0.8,1
2,tcp,ftp,SF,246,115,Probe,1,-0.1314,-99,1.0,1,0.8,1
3,udp,http,REJ,298,256,Probe,1,-0.1442,-99,1.0,1,0.8,1
1,tcp,ecr_i,S0,69,0,DoS,1,-0.0936,-99,1.0,1,0.8,1
255,tcp,telnet,SF,14979,3676,R2L,1,-0.0962,-99,1.0,1,0.8,1
0,icmp,ecr_i,S0,26,0,DoS,1,-0.0857,-99,1.0,1,0.8,1
1,icmp,http,REJ,92,0,DoS,1,-0.0946,-99,1.0,1,0.8,1
44,tcp,ssh,SF,762,1755,U2R,1,-0.1229,-99,1.0,1,0.8,1
4,tcp,ftp,REJ,221,123,Probe,1,-0.1461,-99,1.0,1,0.8,1
1,tcp,smtp,REJ,436,496,Probe,1,-0.1345,-99,1.0,1,0.8,1
4,tcp,http,S0,499,223,Probe,1,-0.115,-99,1.0,1,0.8,1
4,tcp,ftp,REJ,198,199,Probe,1,-0.1311,-99,1.0,1,0.8,1
3,icmp,private,S0,80,10,Probe,1,-0.1229,-99,1.0,1,0.8,1
1,tcp,ecr_i,S0,34,0,DoS,1,-0.0646,-99,1.0,1,0.8,1
149,tcp,ssh,RSTO,23459,4134,R2L,1,-0.0314,-99,1.0,1,0.8,1
83,tcp,smtp,SF,43759,4765,R2L,1,-0.0845,-99,1.0,1,0.8,1
0,tcp,ecr_i,REJ,97,0,DoS,1,-0.0776,-99,1.0,1,0.8,1
1,tcp,ecr_i,REJ,89,0,DoS,1,-0.0782,-99,1.0,1,0.8,1
25,tcp,ssh,RSTO,7101,748,R2L,1,-0.0453,-99,1.0,1,0.8,1
1,tcp,http,S0,10,0,DoS,1,-0.0713,-99,1.0,1,0.8,1
112,tcp,smtp,SF,36367,163,R2L,1,-0.014,-99,1.0,1,0.8,1
3,tcp,smtp,S0,126,93,Probe,1,-0.1355,-99,1.0,1,0.8,1
0,icmp,ecr_i,S0,44,0,DoS,1,-0.0824,-99,1.0,1,0.8,1
2,udp,http,S0,219,348,Probe,1,-0.132,-99,1.0,1,0.8,1
1,icmp,ecr_i,S0,85,0,DoS,1,-0.0748,-99,1.0,1,0.8,1
